연도,주차,연령대,인플루엔자 검출률
2024,17,19-49세,1.5
2024,18,19-49세,1.3
2024,19,19-49세,5.1
2024,20,19-49세,4.3
2024,21,19-49세,0.0
2024,22,19-49세,0.0
2024,23,19-49세,0.0
2024,24,19-49세,0.0
2024,25,19-49세,0.0
2024,26,19-49세,0.0
2024,27,19-49세,1.8
2024,28,19-49세,0.0
2024,29,19-49세,0.0
2024,30,19-49세,0.0
2024,31,19-49세,1.8
2024,32,19-49세,2.1
2024,33,19-49세,1.0
2024,34,19-49세,0.0
2024,35,19-49세,2.6
2023,36,13-18세,10.0
2023,37,13-18세,4.3
2023,38,13-18세,19.4
2023,39,13-18세,33.3
2023,40,13-18세,33.3
2023,41,13-18세,37.5
2023,42,13-18세,30.8
2023,43,13-18세,51.6
2023,44,13-18세,44.4
2023,45,13-18세,52.5
2023,46,13-18세,55.3
2023,47,13-18세,52.2
2023,48,13-18세,62.3
2023,49,13-18세,68.3
2023,50,13-18세,51.1
2023,51,13-18세,47.2
2023,52,13-18세,51.3
2023,53,13-18세,51.3
2024,1,13-18세,77.1
2024,2,13-18세,58.6
2024,3,13-18세,42.9
2024,4,13-18세,30.8
2024,5,13-18세,39.1
2024,6,13-18세,23.5
2024,7,13-18세,30.0
2024,8,13-18세,12.5
2024,9,13-18세,12.5
2024,10,13-18세,0.0
2024,11,13-18세,15.4
2024,12,13-18세,11.5
2024,13,13-18세,9.9
2024,14,13-18세,19.1
2024,15,13-18세,16.7
2024,16,13-18세,2.6
2024,17,13-18세,3.4
2024,18,13-18세,4.8
2024,19,13-18세,11.1
2024,20,13-18세,0.0
2024,21,13-18세,12.5
2024,22,13-18세,3.6
2024,23,13-18세,9.7
2024,24,13-18세,4.0
2024,25,13-18세,0.0
2024,26,13-18세,0.0
2024,27,13-18세,0.0
2024,28,13-18세,0.0
2024,29,13-18세,0.0
2024,30,13-18세,0.0
2024,31,13-18세,0.0
2024,32,13-18세,3.2
2024,33,13-18세,0.0
2024,34,13-18세,0.0
2024,35,13-18세,0.0
2023,36,7-12세,9.3
2023,37,7-12세,9.1
2023,38,7-12세,27.1
2023,39,7-12세,39.4
2023,40,7-12세,47.1
2023,41,7-12세,20.6
2023,42,7-12세,56.4
2023,43,7-12세,61.2
2023,44,7-12세,62.1
2023,45,7-12세,43.1
2023,46,7-12세,61.4
2023,47,7-12세,48.3
2023,48,7-12세,59.6
2023,49,7-12세,49.5
2023,50,7-12세,59.8
2023,51,7-12세,47.8
2023,52,7-12세,70.8
2023,53,7-12세,70.8
2024,1,7-12세,47.4
2024,2,7-12세,52.7
2024,3,7-12세,57.8
2024,4,7-12세,46.6
2024,5,7-12세,46.2
2024,6,7-12세,33.3
2024,7,7-12세,26.7
2024,8,7-12세,30.4
2024,9,7-12세,10.3
2024,10,7-12세,6.9
2024,11,7-12세,13.2
2024,12,7-12세,14.9
2024,13,7-12세,26.6
2024,14,7-12세,17.6
2024,15,7-12세,16.1
2024,16,7-12세,18.2
2024,17,7-12세,14.1
2024,18,7-12세,8.1
2024,19,7-12세,11.4
2024,20,7-12세,6.5
2024,21,7-12세,7.3
2024,22,7-12세,8.5
2024,23,7-12세,1.9
2024,24,7-12세,0.0
2024,25,7-12세,0.0
2024,26,7-12세,0.0
2024,27,7-12세,0.0
2024,28,7-12세,0.0
2024,29,7-12세,4.4
2024,30,7-12세,0.0
2024,31,7-12세,0.0
2024,32,7-12세,1.8
2024,33,7-12세,2.3
2024,34,7-12세,0.0
2024,35,7-12세,1.8
2023,36,0-6세,2.5
2023,37,0-6세,3.1
2023,38,0-6세,7.3
2023,39,0-6세,14.0
2023,40,0-6세,10.8
2023,41,0-6세,14.5
2023,42,0-6세,21.7
2023,43,0-6세,18.6
2023,44,0-6세,17.4
2023,45,0-6세,18.6
2023,46,0-6세,14.2
2023,47,0-6세,23.5
2023,48,0-6세,23.3
2023,49,0-6세,21.9
2023,50,0-6세,24.7
2023,51,0-6세,21.5
2023,52,0-6세,20.8
2023,53,0-6세,20.8
2024,1,0-6세,23.7
2024,2,0-6세,16.8
2024,3,0-6세,16.8
2024,4,0-6세,13.4
2024,5,0-6세,19.6
2024,6,0-6세,9.8
2024,7,0-6세,12.9
2024,8,0-6세,5.4
2024,9,0-6세,3.8
2024,10,0-6세,8.0
2024,11,0-6세,4.5
2024,12,0-6세,3.7
2024,13,0-6세,4.3
2024,14,0-6세,5.7
2024,15,0-6세,5.0
2024,16,0-6세,1.4
2024,17,0-6세,1.5
2024,18,0-6세,0.0
2024,19,0-6세,0.0
2024,20,0-6세,0.0
2024,21,0-6세,0.0
2024,22,0-6세,1.0
2024,23,0-6세,1.0
2024,24,0-6세,0.0
2024,25,0-6세,0.0
2024,26,0-6세,1.0
2024,27,0-6세,0.0
2024,28,0-6세,1.2
2024,29,0-6세,0.0
2024,30,0-6세,0.0
2024,31,0-6세,2.3
2024,32,0-6세,2.2
2024,33,0-6세,0.0
2024,34,0-6세,1.2
2024,35,0-6세,1.0
