연도,주차,연령대,인플루엔자 검출률
2020,10,19-49세,0.0
2020,11,19-49세,0.0
2020,12,19-49세,0.0
2020,13,19-49세,0.0
2020,14,19-49세,0.0
2020,15,19-49세,0.0
2020,16,19-49세,0.0
2020,17,19-49세,0.0
2020,18,19-49세,0.0
2020,19,19-49세,0.0
2020,20,19-49세,0.0
2020,21,19-49세,0.0
2020,22,19-49세,0.0
2020,23,19-49세,0.0
2020,24,19-49세,0.0
2020,25,19-49세,0.0
2020,26,19-49세,0.0
2020,27,19-49세,0.0
2020,28,19-49세,0.0
2020,29,19-49세,0.0
2020,30,19-49세,0.0
2020,31,19-49세,0.0
2020,32,19-49세,0.0
2020,33,19-49세,0.0
2020,34,19-49세,0.0
2020,35,19-49세,0.0
2019,36,13-18세,0.0
2019,37,13-18세,0.0
2019,38,13-18세,0.0
2019,39,13-18세,0.0
2019,40,13-18세,0.0
2019,41,13-18세,10.0
2019,42,13-18세,11.1
2019,43,13-18세,0.0
2019,44,13-18세,7.7
2019,45,13-18세,11.1
2019,46,13-18세,0.0
2019,47,13-18세,22.2
2019,48,13-18세,6.3
2019,49,13-18세,16.7
2019,50,13-18세,7.7
2019,51,13-18세,50.0
2019,52,13-18세,53.3
2019,53,13-18세,53.3
2020,1,13-18세,59.3
2020,2,13-18세,56.5
2020,3,13-18세,33.3
2020,4,13-18세,60.0
2020,5,13-18세,40.0
2020,6,13-18세,30.8
2020,7,13-18세,16.7
2020,8,13-18세,33.3
2020,9,13-18세,0.0
2020,10,13-18세,0.0
2020,11,13-18세,0.0
2020,12,13-18세,0.0
2020,13,13-18세,0.0
2020,14,13-18세,0.0
2020,15,13-18세,0.0
2020,16,13-18세,0.0
2020,17,13-18세,0.0
2020,18,13-18세,0.0
2020,19,13-18세,0.0
2020,20,13-18세,0.0
2020,21,13-18세,0.0
2020,22,13-18세,0.0
2020,23,13-18세,0.0
2020,24,13-18세,0.0
2020,25,13-18세,0.0
2020,26,13-18세,0.0
2020,27,13-18세,0.0
2020,28,13-18세,0.0
2020,29,13-18세,0.0
2020,30,13-18세,0.0
2020,31,13-18세,0.0
2020,32,13-18세,0.0
2020,33,13-18세,0.0
2020,34,13-18세,0.0
2020,35,13-18세,0.0
2019,36,7-12세,0.0
2019,37,7-12세,0.0
2019,38,7-12세,0.0
2019,39,7-12세,0.0
2019,40,7-12세,0.0
2019,41,7-12세,4.2
2019,42,7-12세,8.0
2019,43,7-12세,12.9
2019,44,7-12세,16.7
2019,45,7-12세,16.1
2019,46,7-12세,16.1
2019,47,7-12세,47.4
2019,48,7-12세,34.5
2019,49,7-12세,37.7
2019,50,7-12세,45.9
2019,51,7-12세,31.7
2019,52,7-12세,53.6
2019,53,7-12세,53.6
2020,1,7-12세,49.1
2020,2,7-12세,45.7
2020,3,7-12세,55.2
2020,4,7-12세,57.1
2020,5,7-12세,43.8
2020,6,7-12세,32.0
2020,7,7-12세,38.1
2020,8,7-12세,12.5
2020,9,7-12세,0.0
2020,10,7-12세,0.0
2020,11,7-12세,0.0
2020,12,7-12세,0.0
2020,13,7-12세,0.0
2020,14,7-12세,0.0
2020,15,7-12세,0.0
2020,16,7-12세,0.0
2020,17,7-12세,0.0
2020,18,7-12세,0.0
2020,19,7-12세,0.0
2020,20,7-12세,0.0
2020,21,7-12세,0.0
2020,22,7-12세,0.0
2020,23,7-12세,0.0
2020,24,7-12세,0.0
2020,25,7-12세,0.0
2020,26,7-12세,0.0
2020,27,7-12세,0.0
2020,28,7-12세,0.0
2020,29,7-12세,9.1
2020,30,7-12세,10.0
2020,31,7-12세,0.0
2020,32,7-12세,0.0
2020,33,7-12세,0.0
2020,34,7-12세,0.0
2020,35,7-12세,0.0
2019,36,0-6세,1.3
2019,37,0-6세,0.0
2019,38,0-6세,0.0
2019,39,0-6세,1.3
2019,40,0-6세,3.4
2019,41,0-6세,5.0
2019,42,0-6세,4.4
2019,43,0-6세,4.3
2019,44,0-6세,6.9
2019,45,0-6세,8.7
2019,46,0-6세,3.9
2019,47,0-6세,12.0
2019,48,0-6세,13.8
2019,49,0-6세,21.4
2019,50,0-6세,14.8
2019,51,0-6세,22.9
2019,52,0-6세,29.7
2019,53,0-6세,29.7
2020,1,0-6세,27.3
2020,2,0-6세,26.3
2020,3,0-6세,28.6
2020,4,0-6세,26.6
2020,5,0-6세,38.0
2020,6,0-6세,17.4
2020,7,0-6세,23.8
2020,8,0-6세,4.8
2020,9,0-6세,3.4
2020,10,0-6세,2.2
2020,11,0-6세,0.0
2020,12,0-6세,0.0
2020,13,0-6세,0.0
2020,14,0-6세,0.0
2020,15,0-6세,0.0
2020,16,0-6세,0.0
2020,17,0-6세,0.0
2020,18,0-6세,0.0
2020,19,0-6세,0.0
2020,20,0-6세,0.0
2020,21,0-6세,0.0
2020,22,0-6세,0.0
2020,23,0-6세,0.0
2020,24,0-6세,0.0
2020,25,0-6세,0.0
2020,26,0-6세,0.0
2020,27,0-6세,0.0
2020,28,0-6세,0.0
2020,29,0-6세,0.0
2020,30,0-6세,0.0
2020,31,0-6세,0.0
2020,32,0-6세,0.0
2020,33,0-6세,0.0
2020,34,0-6세,0.0
2020,35,0-6세,0.0
